Piezómetro,Fecha,Cota Terreno,Lectura mes ant,Lectura mes act,Cota del nivel de agua (msnm)
31,01/09/2011,2.75,0.50,1.24,1.51
32,01/09/2011,2.49,0.85,1.17,1.32
33,01/09/2011,2.77,0.42,1.09,1.68
34,01/09/2011,2.62,0.57,0.76,1.86
1,01/10/2011,2.67,1.38,1.12,1.55
2,01/10/2011,1.90,0.71,0.85,1.05
3,01/10/2011,1.82,0.67,0.86,0.96
4,01/10/2011,3.34,1.71,1.68,1.66
5,01/10/2011,3.11,0.74,0.86,2.25
6,01/10/2011,3.09,1.39,1.18,1.91
7,01/10/2011,2.14,1.04,0.55,1.59
8,01/10/2011,2.20,0.78,0.79,1.41
9,01/10/2011,3.84,1.58,1.44,2.40
10,01/10/2011,3.86,0.90,0.73,3.13
11,01/10/2011,3.27,1.01,0.83,2.44
12,01/10/2011,3.20,1.12,0.50,2.70
13,01/10/2011,3.13,1.03,1.10,2.03
14,01/10/2011,2.18,0.89,0.65,1.53
15,01/10/2011,2.39,0.63,0.22,2.17
16,01/10/2011,2.83,1.04,0.75,2.08
17,01/10/2011,2.93,0.84,0.60,2.33
18,01/10/2011,3.19,1.08,0.72,2.47
19,01/10/2011,4.20,1.41,1.56,2.64
20,01/10/2011,3.14,1.36,0.68,2.46
21,01/10/2011,3.00,1.26,0.95,2.05
22,01/10/2011,3.02,1.05,1.30,1.72
23,01/10/2011,2.82,0.64,1.38,1.44
24,01/10/2011,3.83,0.69,,3.83
25,01/10/2011,3.92,0.73,0.85,3.07
26,01/10/2011,4.06,,0.94,3.12
27,01/10/2011,4.66,,2.25,2.41
28,01/10/2011,4.58,0.84,0.44,4.14
29,01/10/2011,4.13,0.51,0.60,3.53
30,01/10/2011,3.45,1.16,1.19,2.26
31,01/10/2011,2.75,1.24,1.10,1.65
32,01/10/2011,2.49,1.17,0.56,1.93
33,01/10/2011,2.77,1.09,0.88,1.89
34,01/10/2011,2.62,0.76,0.78,1.84
1,01/11/2011,2.67,1.12,1.42,1.25
2,01/11/2011,1.90,0.85,0.61,1.29
3,01/11/2011,1.82,0.86,0.79,1.03
4,01/11/2011,3.34,1.68,,3.34
5,01/11/2011,3.11,0.86,0.82,2.29
6,01/11/2011,3.09,1.18,1.13,1.96
7,01/11/2011,2.14,0.55,0.82,1.32
8,01/11/2011,2.20,0.79,0.78,1.42
9,01/11/2011,3.84,1.44,1.62,2.22
10,01/11/2011,3.86,0.73,1.03,2.83
11,01/11/2011,3.27,0.83,0.98,2.29
12,01/11/2011,3.20,0.50,1.09,2.11
13,01/11/2011,3.13,1.10,1.11,2.02
14,01/11/2011,2.18,0.65,0.93,1.25
15,01/11/2011,2.39,0.22,0.65,1.74
16,01/11/2011,2.83,0.75,0.99,1.84
17,01/11/2011,2.93,0.60,0.86,2.07
18,01/11/2011,3.19,0.72,0.61,2.58
19,01/11/2011,4.20,1.56,1.51,2.69
20,01/11/2011,3.14,0.68,1.20,1.94
21,01/11/2011,3.00,0.95,0.78,2.22
22,01/11/2011,3.02,1.30,1.08,1.94
23,01/11/2011,2.82,1.38,1.37,1.45
24,01/11/2011,3.83,,1.35,2.48
25,01/11/2011,3.92,0.85,1.15,2.77
26,01/11/2011,4.06,0.94,,4.06
27,01/11/2011,4.66,2.25,1.27,3.39
28,01/11/2011,4.58,0.44,1.13,3.45
29,01/11/2011,4.13,0.60,1.34,2.79
30,01/11/2011,3.45,1.19,0.89,2.56
31,01/11/2011,2.75,1.10,1.18,1.57
32,01/11/2011,2.49,0.56,0.88,1.61
33,01/11/2011,2.77,0.88,1.21,1.56
34,01/11/2011,2.62,0.78,0.97,1.65
1,01/12/2011,2.67,1.42,1.19,1.48
2,01/12/2011,1.90,0.61,0.53,1.37
3,01/12/2011,1.82,0.79,0.61,1.21
4,01/12/2011,3.34,,1.49,1.85
5,01/12/2011,3.11,0.82,0.97,2.14
6,01/12/2011,3.09,1.13,1.27,1.82
7,01/12/2011,2.14,0.82,0.82,1.32
8,01/12/2011,2.20,0.78,0.64,1.56
9,01/12/2011,3.84,1.62,1.53,2.31
10,01/12/2011,3.86,1.03,0.80,3.06
11,01/12/2011,3.27,0.98,0.88,2.39
12,01/12/2011,3.20,1.09,0.82,2.38
13,01/12/2011,3.13,1.11,1.07,2.06
14,01/12/2011,2.18,0.93,0.82,1.36
15,01/12/2011,2.39,0.65,0.70,1.69
16,01/12/2011,2.83,0.99,0.90,1.93
17,01/12/2011,2.93,0.86,0.94,1.99
18,01/12/2011,3.19,0.61,0.64,2.55
19,01/12/2011,4.20,1.51,1.38,2.82
20,01/12/2011,3.14,1.20,0.77,2.37
21,01/12/2011,3.00,0.78,0.78,2.22
22,01/12/2011,3.02,1.08,1.59,1.43
23,01/12/2011,2.82,1.37,1.48,1.34
24,01/12/2011,3.83,1.35,,3.83
25,01/12/2011,3.92,1.15,1.24,2.68
26,01/12/2011,4.06,,1.04,3.02
27,01/12/2011,4.66,1.27,1.01,3.65
28,01/12/2011,4.58,1.13,1.06,3.52
29,01/12/2011,4.13,1.34,1.03,3.10
30,01/12/2011,3.45,0.89,1.05,2.40
31,01/12/2011,2.75,1.18,1.03,1.72
32,01/12/2011,2.49,0.88,1.02,1.47
33,01/12/2011,2.77,1.21,0.70,2.07
34,01/12/2011,2.62,0.97,0.96,1.66
1,01/01/2010,2.67,1.16,1.15,1.52
2,01/01/2010,1.90,0.34,0.46,1.44
3,01/01/2010,1.82,0.45,0.67,1.15
4,01/01/2010,3.34,1.70,1.70,1.64
5,01/01/2010,3.11,1.13,0.25,2.86
6,01/01/2010,3.09,1.05,1.06,2.03
7,01/01/2010,2.14,0.80,0.75,1.39
8,01/01/2010,2.20,0.55,0.84,1.36
9,01/01/2010,3.84,1.28,1.33,2.51
10,01/01/2010,3.86,0.94,0.67,3.19
11,01/01/2010,3.27,1.05,0.50,2.77
12,01/01/2010,3.20,0.74,0.23,2.97
13,01/01/2010,3.13,0.83,0.68,2.45
14,01/01/2010,2.18,0.59,0.22,1.96
15,01/01/2010,2.39,0.40,0.05,1.94
16,01/01/2010,2.83,0.75,0.23,2.60
17,01/01/2010,2.93,0.98,0.13,2.80
18,01/01/2010,3.19,0.58,0.25,3.19
19,01/01/2010,4.20,1.30,0.30,3.90
20,01/01/2010,3.14,0.75,0.48,2.66
21,01/01/2010,3.00,0.66,0.26,2.74
22,01/01/2010,3.02,1.11,0.35,2.67
23,01/01/2010,2.82,0.59,0.29,2.53
24,01/01/2010,3.83,,,2.83
25,01/01/2010,3.92,1.22,0.29,3.63
26,01/01/2010,4.06,1.78,0.58,3.48
27,01/01/2010,4.66,1.15,0.00,4.66
28,01/01/2010,4.58,0.95,0.55,4.03
29,01/01/2010,4.13,0.94,0.06,4.07
30,01/01/2010,3.45,1.02,0.19,3.26
31,01/01/2010,2.75,1.05,0.76,1.99
32,01/01/2010,2.49,0.75,0.77,1.72
33,01/01/2010,2.77,1.12,0.00,2.07
34,01/01/2010,2.62,0.70,0.62,2.00
1,01/02/2010,2.67,1.15,0.68,1.99
2,01/02/2010,1.90,0.46,0.29,1.61
3,01/02/2010,1.82,0.67,0.41,1.41
4,01/02/2010,3.34,1.70,1.43,1.91
5,01/02/2010,3.11,0.25,0.13,2.98
6,01/02/2010,3.09,1.06,0.61,2.48
7,01/02/2010,2.14,0.75,0.42,1.72
8,01/02/2010,2.20,0.84,0.53,1.67
9,01/02/2010,3.84,1.33,0.40,3.44
10,01/02/2010,3.86,0.67,0.31,3.67
11,01/02/2010,3.27,0.50,0.62,2.65
12,01/02/2010,3.20,0.23,0.58,2.62
13,01/02/2010,3.13,0.68,0.53,2.60
14,01/02/2010,2.18,0.22,0.58,1.60
15,01/02/2010,2.39,0.05,0.03,1.94
16,01/02/2010,2.83,0.23,0.08,2.75
17,01/02/2010,2.93,0.13,0.03,2.90
18,01/02/2010,3.19,0.25,0.02,3.17
19,01/02/2010,4.20,0.30,0.00,4.20
20,01/02/2010,3.14,0.48,0.38,2.76
21,01/02/2010,3.00,0.26,0.02,2.98
22,01/02/2010,3.02,0.35,0.00,3.02
23,01/02/2010,2.82,0.29,0.02,2.80
24,01/02/2010,3.83,,0.08,2.83
25,01/02/2010,3.92,0.29,0.03,3.89
26,01/02/2010,4.06,0.58,0.05,4.01
27,01/02/2010,4.66,0.00,0.04,4.62
28,01/02/2010,4.58,0.55,0.08,4.50
29,01/02/2010,4.13,0.06,0.05,4.08
30,01/02/2010,3.45,0.19,0.10,3.35
31,01/02/2010,2.75,0.76,0.39,2.36
32,01/02/2010,2.49,0.77,0.40,2.09
33,01/02/2010,2.77,0.00,0.15,2.62
34,01/02/2010,2.62,0.62,0.40,2.22
1,01/03/2010,2.67,0.68,0.99,1.68
2,01/03/2010,1.90,0.29,0.48,1.42
3,01/03/2010,1.82,0.41,0.57,1.25
4,01/03/2010,3.34,1.43,1.35,1.99
5,01/03/2010,3.11,0.13,0.29,2.82
6,01/03/2010,3.09,0.61,0.90,2.19
7,01/03/2010,2.14,0.42,0.49,1.65
8,01/03/2010,2.20,0.53,0.54,1.66
9,01/03/2010,3.84,0.40,0.93,2.91
10,01/03/2010,3.86,0.31,0.54,3.32
11,01/03/2010,3.27,0.62,0.29,2.98
12,01/03/2010,3.20,0.58,0.17,3.03
13,01/03/2010,3.13,0.53,0.59,2.54
14,01/03/2010,2.18,0.58,0.19,1.99
15,01/03/2010,2.39,0.03,0.18,2.21
16,01/03/2010,2.83,0.08,0.04,2.79
17,01/03/2010,2.93,0.03,0.10,2.83
18,01/03/2010,3.19,0.02,0.18,2.87
19,01/03/2010,4.20,0.00,0.35,3.85
20,01/03/2010,3.14,0.38,0.41,2.73
21,01/03/2010,3.00,0.02,0.15,2.68
22,01/03/2010,3.02,0.00,0.61,2.49
23,01/03/2010,2.82,0.02,0.53,2.29
24,01/03/2010,3.83,0.08,0.38,2.83
25,01/03/2010,3.92,0.03,0.19,3.73
26,01/03/2010,4.06,0.05,0.31,3.75
27,01/03/2010,4.66,0.04,0.32,4.34
28,01/03/2010,4.58,0.08,0.15,4.43
29,01/03/2010,4.13,0.05,0.00,4.13
30,01/03/2010,3.45,0.10,0.20,3.25
31,01/03/2010,2.75,0.39,0.48,2.27
32,01/03/2010,2.49,0.40,0.38,2.11
33,01/03/2010,2.77,0.15,0.20,2.57
34,01/03/2010,2.62,0.40,0.55,2.07
1,01/04/2010,2.67,0.35,0.77,1.90
2,01/04/2010,1.90,0.02,0.24,1.66
3,01/04/2010,1.82,0.04,0.00,1.82
4,01/04/2010,3.34,1.32,1.60,1.74
5,01/04/2010,3.11,0.07,0.39,2.72
6,01/04/2010,3.09,0.64,0.20,2.89
7,01/04/2010,2.14,0.82,0.63,1.51
8,01/04/2010,2.20,0.89,1.65,0.55
9,01/04/2010,3.84,0.20,1.05,2.79
10,01/04/2010,3.86,0.04,0.35,3.51
11,01/04/2010,3.27,0.18,0.41,2.86
12,01/04/2010,3.20,0.38,0.31,2.89
13,01/04/2010,3.13,0.58,0.63,2.50
14,01/04/2010,2.18,0.25,0.52,1.66
15,01/04/2010,2.39,0.18,0.10,2.29
16,01/04/2010,2.83,0.15,0.50,2.33
17,01/04/2010,2.93,0.10,0.55,2.38
18,01/04/2010,3.19,0.35,0.39,2.80
19,01/04/2010,4.20,0.32,0.76,3.44
20,01/04/2010,3.14,0.20,0.20,2.94
21,01/04/2010,3.00,0.18,0.30,2.70
22,01/04/2010,3.02,0.63,0.46,2.56
23,01/04/2010,2.82,0.52,0.44,2.38
24,01/04/2010,3.83,0.35,0.36,3.47
25,01/04/2010,3.92,0.20,0.40,3.52
26,01/04/2010,4.06,0.45,0.20,3.86
27,01/04/2010,4.66,0.32,0.00,4.66
28,01/04/2010,4.58,0.10,0.10,4.48
29,01/04/2010,4.13,0.25,0.34,3.79
30,01/04/2010,3.45,0.32,0.15,3.30
31,01/04/2010,2.75,0.40,0.63,2.12
32,01/04/2010,2.49,0.39,0.54,1.95
33,01/04/2010,2.77,0.20,0.08,2.69
34,01/04/2010,2.62,0.52,0.54,2.08
1,01/05/2010,2.67,0.77,0.79,1.88
2,01/05/2010,1.90,0.24,0.48,1.42
3,01/05/2010,1.82,0.00,0.52,1.30
4,01/05/2010,3.34,1.60,1.20,2.14
5,01/05/2010,3.11,0.39,0.41,2.70
6,01/05/2010,3.09,0.20,0.60,2.49
7,01/05/2010,2.14,0.63,0.56,1.58
8,01/05/2010,2.20,1.65,0.49,1.71
9,01/05/2010,3.84,1.05,0.82,3.02
10,01/05/2010,3.86,0.35,0.47,3.39
11,01/05/2010,3.27,0.41,0.70,2.57
12,01/05/2010,3.20,0.31,0.86,2.34
13,01/05/2010,3.13,0.63,0.74,2.39
14,01/05/2010,2.18,0.52,0.34,1.84
15,01/05/2010,2.39,0.10,0.27,2.12
16,01/05/2010,2.83,0.50,0.69,2.14
17,01/05/2010,2.93,0.55,0.86,2.07
18,01/05/2010,3.19,0.39,0.54,2.65
19,01/05/2010,4.20,0.76,1.18,3.02
20,01/05/2010,3.14,0.20,0.65,2.49
21,01/05/2010,3.00,0.30,0.90,2.10
22,01/05/2010,3.02,0.46,0.57,2.45
23,01/05/2010,2.82,0.44,0.98,1.84
24,01/05/2010,3.83,0.36,0.55,3.28
25,01/05/2010,3.92,0.40,1.18,2.74
26,01/05/2010,4.06,0.20,0.50,3.56
27,01/05/2010,4.66,0.00,0.42,4.24
28,01/05/2010,4.58,0.10,0.39,4.19
29,01/05/2010,4.13,0.34,0.76,3.37
30,01/05/2010,3.45,0.15,0.42,3.03
31,01/05/2010,2.75,0.63,0.78,1.97
32,01/05/2010,2.49,0.54,0.68,1.81
33,01/05/2010,2.77,0.08,0.45,2.32
34,01/05/2010,2.62,0.54,0.76,1.86
1,01/06/2010,2.67,0.79,0.98,1.69
2,01/06/2010,1.90,0.48,0.57,1.33
3,01/06/2010,1.82,0.52,0.76,1.06
4,01/06/2010,3.34,1.20,1.57,1.77
5,01/06/2010,3.11,0.41,0.60,2.51
6,01/06/2010,3.09,0.60,0.68,2.41
7,01/06/2010,2.14,0.56,0.91,1.23
8,01/06/2010,2.20,0.49,0.78,1.42
9,01/06/2010,3.84,0.82,1.04,2.80
10,01/06/2010,3.86,0.47,0.44,3.42
11,01/06/2010,3.27,0.70,0.72,2.55
12,01/06/2010,3.20,0.86,0.74,2.46
13,01/06/2010,3.13,0.74,0.76,2.37
14,01/06/2010,2.18,0.34,0.66,1.52
15,01/06/2010,2.39,0.27,0.72,1.67
16,01/06/2010,2.83,0.69,0.97,1.86
17,01/06/2010,2.93,0.86,0.65,2.28
18,01/06/2010,3.19,0.54,0.76,2.43
19,01/06/2010,4.20,1.18,0.85,3.35
20,01/06/2010,3.14,0.65,0.80,2.34
21,01/06/2010,3.00,0.90,0.76,2.24
22,01/06/2010,3.02,0.57,0.75,2.27
23,01/06/2010,2.82,0.98,0.80,2.02
24,01/06/2010,3.83,0.55,0.63,3.20
25,01/06/2010,3.92,1.18,0.96,2.96
26,01/06/2010,4.06,0.50,1.10,2.96
27,01/06/2010,4.66,0.42,0.86,3.80
28,01/06/2010,4.58,0.39,1.04,3.54
29,01/06/2010,4.13,0.76,0.84,3.29
30,01/06/2010,3.45,0.42,1.17,2.28
31,01/06/2010,2.75,0.78,1.21,1.54
32,01/06/2010,2.49,0.68,1.20,1.29
33,01/06/2010,2.77,0.45,1.17,1.60
34,01/06/2010,2.62,0.76,0.88,1.74
1,01/07/2010,2.67,0.98,0.52,2.15
2,01/07/2010,1.90,0.57,0.42,1.48
3,01/07/2010,1.82,0.76,0.65,1.17
4,01/07/2010,3.34,1.57,1.40,1.94
5,01/07/2010,3.11,0.60,0.47,2.64
6,01/07/2010,3.09,0.68,0.85,2.24
7,01/07/2010,2.14,0.91,0.88,1.26
8,01/07/2010,2.20,0.78,0.60,1.60
9,01/07/2010,3.84,1.04,1.01,2.83
10,01/07/2010,3.86,0.44,0.33,3.53
11,01/07/2010,3.27,0.72,0.58,2.69
12,01/07/2010,3.20,0.74,0.60,2.60
13,01/07/2010,3.13,0.76,0.77,2.36
14,01/07/2010,2.18,0.66,0.41,1.77
15,01/07/2010,2.39,0.72,0.53,1.86
16,01/07/2010,2.83,0.97,0.63,2.20
17,01/07/2010,2.93,0.65,0.48,2.45
18,01/07/2010,3.19,0.76,0.57,2.62
19,01/07/2010,4.20,0.85,0.66,3.54
20,01/07/2010,3.14,0.80,0.71,2.43
21,01/07/2010,3.00,0.76,0.58,2.42
22,01/07/2010,3.02,0.75,0.52,2.50
23,01/07/2010,2.82,0.80,0.62,2.20
24,01/07/2010,3.83,0.63,1.33,2.50
25,01/07/2010,3.92,0.96,0.96,2.96
26,01/07/2010,4.06,1.10,0.42,3.64
27,01/07/2010,4.66,0.86,1.51,3.15
28,01/07/2010,4.58,1.04,0.64,3.94
29,01/07/2010,4.13,0.84,0.35,3.78
30,01/07/2010,3.45,1.17,0.59,2.86
31,01/07/2010,2.75,1.21,0.52,2.23
32,01/07/2010,2.49,1.20,0.42,2.07
33,01/07/2010,2.77,1.17,0.49,2.28
34,01/07/2010,2.62,0.88,0.32,2.30
1,01/08/2010,2.67,0.52,0.68,1.99
2,01/08/2010,1.90,0.42,0.53,
3,01/08/2010,1.82,0.65,0.67,1.15
4,01/08/2010,3.34,1.40,1.41,1.93
5,01/08/2010,3.11,0.47,0.43,2.68
6,01/08/2010,3.09,0.85,0.72,2.37
7,01/08/2010,2.14,0.88,0.89,1.25
8,01/08/2010,2.20,0.60,0.62,1.58
9,01/08/2010,3.84,1.01,1.04,2.80
10,01/08/2010,3.86,0.33,0.40,3.46
11,01/08/2010,3.27,0.58,0.58,2.69
12,01/08/2010,3.20,0.60,0.61,2.59
13,01/08/2010,3.13,0.77,0.78,2.35
14,01/08/2010,2.18,0.41,0.45,1.73
15,01/08/2010,2.39,0.53,0.54,1.85
16,01/08/2010,2.83,0.63,0.63,2.20
17,01/08/2010,2.93,0.48,0.49,2.44
18,01/08/2010,3.19,0.57,0.59,2.60
19,01/08/2010,4.20,0.66,0.70,3.50
20,01/08/2010,3.14,0.71,0.71,2.43
21,01/08/2010,3.00,0.58,0.62,2.38
22,01/08/2010,3.02,0.52,0.55,2.47
23,01/08/2010,2.82,0.62,0.68,2.14
24,01/08/2010,3.83,1.33,1.33,2.50
25,01/08/2010,3.92,0.96,0.96,2.96
26,01/08/2010,4.06,0.42,0.42,3.64
27,01/08/2010,4.66,1.51,1.53,3.13
28,01/08/2010,4.58,0.64,0.67,3.91
29,01/08/2010,4.13,0.35,0.39,3.74
30,01/08/2010,3.45,0.59,0.62,2.83
31,01/08/2010,2.75,0.52,0.55,2.20
32,01/08/2010,2.49,0.42,0.45,2.04
33,01/08/2010,2.77,0.49,0.50,2.27
34,01/08/2010,2.62,0.32,0.35,2.27
1,01/09/2010,2.67,0.68,1.00,1.67
2,01/09/2010,1.90,0.53,0.68,1.22
3,01/09/2010,1.82,0.67,0.69,1.13
4,01/09/2010,3.34,1.41,1.55,1.79
5,01/09/2010,3.11,0.43,0.55,2.56
6,01/09/2010,3.09,0.72,0.78,2.31
7,01/09/2010,2.14,0.89,0.88,1.26
8,01/09/2010,2.20,0.62,0.63,1.57
9,01/09/2010,3.84,1.04,0.91,2.93
10,01/09/2010,3.86,0.40,0.35,3.51
11,01/09/2010,3.27,0.58,0.67,2.60
12,01/09/2010,3.20,0.61,0.87,2.33
13,01/09/2010,3.13,0.78,0.85,2.28
14,01/09/2010,2.18,0.45,0.58,1.60
15,01/09/2010,2.39,0.54,0.45,1.94
16,01/09/2010,2.83,0.63,0.56,2.27
17,01/09/2010,2.93,0.49,0.49,2.44
18,01/09/2010,3.19,0.59,0.52,2.67
19,01/09/2010,4.20,0.70,1.15,3.05
20,01/09/2010,3.14,0.71,0.95,2.19
21,01/09/2010,3.00,0.62,0.52,2.48
22,01/09/2010,3.02,0.55,1.13,1.89
23,01/09/2010,2.82,0.68,0.91,1.91
24,01/09/2010,3.83,1.33,0.94,2.89
25,01/09/2010,3.92,0.96,1.05,2.87
26,01/09/2010,4.06,0.42,0.81,3.25
27,01/09/2010,4.66,1.53,1.22,3.44
28,01/09/2010,4.58,0.67,0.92,3.66
29,01/09/2010,4.13,0.39,0.75,3.38
30,01/09/2010,3.45,0.62,0.73,2.72
31,01/09/2010,2.75,0.55,0.56,2.19
32,01/09/2010,2.49,0.45,0.55,1.94
33,01/09/2010,2.77,0.50,0.57,2.20
34,01/09/2010,2.62,0.35,0.56,2.06
1,01/10/2010,2.67,1.00,0.96,1.71
2,01/10/2010,1.90,0.68,0.57,1.33
3,01/10/2010,1.82,0.69,0.60,1.22
4,01/10/2010,3.34,1.55,1.48,1.86
5,01/10/2010,3.11,0.55,0.76,2.35
6,01/10/2010,3.09,0.78,1.02,2.07
7,01/10/2010,2.14,0.88,0.74,1.40
8,01/10/2010,2.20,0.63,0.45,1.75
9,01/10/2010,3.84,0.91,1.05,2.79
10,01/10/2010,3.86,0.35,0.52,3.34
11,01/10/2010,3.27,0.67,0.98,2.29
12,01/10/2010,3.20,0.87,0.89,2.31
13,01/10/2010,3.13,0.85,0.91,2.22
14,01/10/2010,2.18,0.58,0.59,1.59
15,01/10/2010,2.39,0.45,0.47,1.92
16,01/10/2010,2.83,0.56,0.59,2.24
17,01/10/2010,2.93,0.49,0.54,2.39
18,01/10/2010,3.19,0.52,0.58,2.61
19,01/10/2010,4.20,1.15,1.19,3.01
20,01/10/2010,3.14,0.95,1.03,2.11
21,01/10/2010,3.00,0.52,0.61,2.39
22,01/10/2010,3.02,1.13,1.15,1.87
23,01/10/2010,2.82,0.91,0.97,1.85
24,01/10/2010,3.83,0.94,0.98,2.85
25,01/10/2010,3.92,1.05,1.08,2.84
26,01/10/2010,4.06,0.81,0.79,3.27
27,01/10/2010,4.66,1.22,1.25,3.41
28,01/10/2010,4.58,0.92,0.98,3.60
29,01/10/2010,4.13,0.75,0.79,3.34
30,01/10/2010,3.45,0.73,0.78,2.67
31,01/10/2010,2.75,0.56,0.58,2.17
32,01/10/2010,2.49,0.55,0.59,1.90
33,01/10/2010,2.77,0.57,0.60,2.17
34,01/10/2010,2.62,0.56,0.58,2.04
1,01/11/2010,2.67,0.96,0.59,2.08
2,01/11/2010,1.90,0.57,0.16,1.74
3,01/11/2010,1.82,0.60,0.56,1.26
4,01/11/2010,3.34,1.48,1.37,1.97
5,01/11/2010,3.11,0.76,0.66,2.45
6,01/11/2010,3.09,1.02,0.46,2.63
7,01/11/2010,2.14,0.74,0.72,1.42
8,01/11/2010,2.20,0.45,0.66,1.54
9,01/11/2010,3.84,1.05,1.09,2.75
10,01/11/2010,3.86,0.52,0.84,3.02
11,01/11/2010,3.27,0.98,0.69,2.58
12,01/11/2010,3.20,0.89,0.70,2.50
13,01/11/2010,3.13,0.91,0.83,2.30
14,01/11/2010,2.18,0.59,0.54,1.64
15,01/11/2010,2.39,0.47,0.39,2.00
16,01/11/2010,2.83,0.59,0.80,2.03
17,01/11/2010,2.93,0.54,0.57,2.36
18,01/11/2010,3.19,0.58,0.52,2.67
19,01/11/2010,4.20,1.19,1.10,3.10
20,01/11/2010,3.14,1.03,1.00,2.14
21,01/11/2010,3.00,0.61,0.60,2.40
22,01/11/2010,3.02,1.15,1.08,1.94
23,01/11/2010,2.82,0.97,0.89,1.93
24,01/11/2010,3.83,0.98,0.95,2.88
25,01/11/2010,3.92,1.08,1.09,2.83
26,01/11/2010,4.06,0.79,0.80,3.26
27,01/11/2010,4.66,1.25,1.20,3.46
28,01/11/2010,4.58,0.98,0.85,3.73
29,01/11/2010,4.13,0.79,0.89,3.24
30,01/11/2010,3.45,0.78,0.96,2.49
31,01/11/2010,2.75,0.58,0.85,1.90
32,01/11/2010,2.49,0.59,0.72,1.77
33,01/11/2010,2.77,0.60,0.68,2.09
34,01/11/2010,2.62,0.58,0.59,2.03
1,01/12/2010,2.67,0.59,1.16,1.51
2,01/12/2010,1.90,0.16,0.34,1.56
3,01/12/2010,1.82,0.56,0.45,1.37
4,01/12/2010,3.34,1.37,1.70,1.64
5,01/12/2010,3.11,0.66,1.13,1.98
6,01/12/2010,3.09,0.46,1.05,2.04
7,01/12/2010,2.14,0.72,0.80,1.34
8,01/12/2010,2.20,0.66,0.55,1.65
9,01/12/2010,3.84,1.09,1.28,2.56
10,01/12/2010,3.86,0.84,0.94,2.92
11,01/12/2010,3.27,0.69,1.05,2.22
12,01/12/2010,3.20,0.70,0.74,2.46
13,01/12/2010,3.13,0.83,0.83,2.30
14,01/12/2010,2.18,0.54,0.59,1.59
15,01/12/2010,2.39,0.39,0.40,1.99
16,01/12/2010,2.83,0.80,0.75,2.08
17,01/12/2010,2.93,0.57,0.98,1.95
18,01/12/2010,3.19,0.52,0.58,2.61
19,01/12/2010,4.20,1.10,1.30,2.90
20,01/12/2010,3.14,1.00,0.75,2.39
21,01/12/2010,3.00,0.60,0.66,2.34
22,01/12/2010,3.02,1.08,1.11,1.91
23,01/12/2010,2.82,0.89,0.59,2.23
24,01/12/2010,3.83,0.95,,3.83
25,01/12/2010,3.92,1.09,1.22,2.70
26,01/12/2010,4.06,0.80,1.78,2.28
27,01/12/2010,4.66,1.20,1.15,3.51
28,01/12/2010,4.58,0.85,0.95,3.63
29,01/12/2010,4.13,0.89,0.94,3.19
30,01/12/2010,3.45,0.96,1.02,2.43
31,01/12/2010,2.75,0.85,1.05,1.70
32,01/12/2010,2.49,0.72,0.75,1.74
33,01/12/2010,2.77,0.68,1.12,1.65
34,01/12/2010,2.62,0.59,0.70,1.92
1,01/01/2009,2.67,1.17,0.64,2.03
2,01/01/2009,1.90,0.74,0.31,1.59
3,01/01/2009,1.82,0.69,0.48,1.34
4,01/01/2009,3.34,1.41,1.50,1.84
5,01/01/2009,3.11,0.82,0.53,2.58
6,01/01/2009,3.09,1.01,0.60,2.49
7,01/01/2009,2.14,0.69,0.50,1.64
8,01/01/2009,2.20,0.73,0.62,1.58
9,01/01/2009,3.84,1.19,1.10,2.74
10,01/01/2009,3.86,0.84,0.55,3.31
11,01/01/2009,3.27,0.87,0.47,2.80
12,01/01/2009,3.20,0.87,0.65,2.55
13,01/01/2009,3.13,0.80,0.50,2.63
14,01/01/2009,2.18,0.74,0.45,1.73
15,01/01/2009,2.39,0.61,0.52,1.94
16,01/01/2009,2.83,0.70,0.64,2.19
17,01/01/2009,2.93,0.74,0.22,2.71
18,01/01/2009,3.19,0.76,0.40,3.19
19,01/01/2009,4.20,0.80,0.92,3.28
20,01/01/2009,3.14,0.90,0.32,2.82
21,01/01/2009,3.00,0.91,0.23,2.77
22,01/01/2009,3.02,1.03,0.83,2.19
23,01/01/2009,2.82,1.04,0.56,2.26
24,01/01/2009,3.83,1.40,0.45,2.83
25,01/01/2009,3.92,1.35,0.22,3.70
26,01/01/2009,4.06,1.33,0.11,3.95
27,01/01/2009,4.66,0.85,0.59,4.07
28,01/01/2009,4.58,0.36,0.53,4.05
29,01/01/2009,4.13,0.80,1.00,3.13
30,01/01/2009,3.45,1.05,0.66,2.79
31,01/01/2009,2.75,1.01,0.86,1.89
32,01/01/2009,2.49,0.66,0.24,2.25
33,01/01/2009,2.77,0.90,0.22,2.07
34,01/01/2009,2.62,0.73,0.57,2.05
1,01/02/2009,2.67,0.64,0.85,1.82
2,01/02/2009,1.90,0.31,0.40,1.50
3,01/02/2009,1.82,0.48,0.20,1.62
4,01/02/2009,3.34,1.50,1.56,1.78
5,01/02/2009,3.11,0.53,0.37,2.74
6,01/02/2009,3.09,0.60,0.76,2.33
7,01/02/2009,2.14,0.50,0.67,1.47
8,01/02/2009,2.20,0.62,0.00,2.20
9,01/02/2009,3.84,1.10,0.55,3.29
10,01/02/2009,3.86,0.55,0.12,3.67
11,01/02/2009,3.27,0.47,0.26,3.01
